ADM0_EN,ADM0_PCODE,date,validOn,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,ADM3_EN,ADM3_PCODE,Total_Overall_PIN,PIN_Boys,PIN_MaleAdults,PIN_MaleElderly,PIN_Girls,PIN_FemaleAdults,PIN_FemaleElderly,PIN_Disability,Total Wellbeing_PIN,cluster-v4_Agriculture,cluster-v4_Education,cluster-v4_ESNFI,cluster-v4_Health,cluster-v4_Food,cluster-v4_Nutrition,cluster-v4_Protection,cluster-v4_WASH
Ethiopia,ET,19/08/19,27/08/19,Benishangul Gumz,ET06,Asosa,ET0603,Assosa,ET060303,682.5,216.8291311,89.02796817,11.2061094,211.7685526,139.4759453,14.19229344,116.025,682.5,-,-,-,332,351,332,-,-
Ethiopia,ET,19/08/19,27/08/19,Benishangul Gumz,ET06,Asosa,ET0603,Sherkole,ET060304,273,84.46426361,35.82117952,4.121772733,84.86379654,58.49083409,5.238153507,46.41,273,-,-,-,273,-,273,-,-
Ethiopia,ET,19/08/19,27/08/19,Benishangul Gumz,ET06,Asosa,ET0603,Bambasi,ET060305,1602.375,511.2711917,204.1457449,27.49465411,503.6879883,320.000232,35.77518898,272.40375,1602.375,-,-,"1,660",141,"1,461",141,-,-
Ethiopia,ET,19/08/19,27/08/19,Benishangul Gumz,ET06,Asosa,ET0603,Oda Bilidigilu,ET060306,33701,10155.47171,4852.82038,450.9668123,10307.03145,7380.035338,554.6743021,168.505,21782.015,-,"5,676","11,066","7,162","33,701",291,"7,162","12,868"
Ethiopia,ET,19/08/19,27/08/19,Benishangul Gumz,ET06,Asosa,ET0603,Homosha,ET060307,154.375,49.22917187,20.93344265,2.408711669,46.65971913,32.2740815,2.869873182,26.24375,154.375,-,-,"1,084",154,-,154,-,-
Ethiopia,ET,19/08/19,27/08/19,Benishangul Gumz,ET06,Kemashi,ET0604,Yaso,ET060401,23697.4607,7418.520974,3064.650095,423.2779995,7476.952711,4776.212893,537.846028,98.99915325,18466.38875,-,"4,702","7,289","8,659","23,697","3,683","2,836","9,986"
Ethiopia,ET,19/08/19,27/08/19,Benishangul Gumz,ET06,Kemashi,ET0604,Sodal/Sirba Abay,ET060402,16063,5082.88988,2015.225302,274.8191803,5102.053297,3251.554955,336.4573857,80.315,12323,-,"2,532",552,"6,757","16,063",417,"2,954","6,757"
Ethiopia,ET,19/08/19,27/08/19,Benishangul Gumz,ET06,Kemashi,ET0604,Kamashi,ET060403,10668.2,3364.052414,1416.18881,177.2371343,3303.144558,2189.319707,218.2573766,1322.011662,10668.2,-,365,"1,324",891,"8,250","3,355",577,314
Ethiopia,ET,19/08/19,27/08/19,Benishangul Gumz,ET06,Kemashi,ET0604,Agalometi,ET060404,8907.2,2774.361747,1170.516992,153.3354913,2796.85027,1819.259102,192.876399,199.2861895,8907.2,-,"1,652","4,665","3,375","8,484","4,019",306,"3,439"
Ethiopia,ET,19/08/19,27/08/19,Benishangul Gumz,ET06,Kemashi,ET0604,Belojiganfo,ET060405,25627.3341,8100.679302,3350.587983,459.0122167,8046.564056,5112.129714,558.3608279,110.5939863,19800.4,-,"7,576","10,291","14,499","25,627","5,482","4,236","15,154"
Ethiopia,ET,19/08/19,27/08/19,Benishangul Gumz,ET06,Mao Komo Special,ET0605,Maokomo Special,ET060508,9675,3182.727358,1191.954598,102.2759929,3113.457903,1971.728959,112.8551881,0,3774.7875,-,-,-,"6,370","9,675",186,"1,896","6,370"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Guraghe,ET0701,Kebena,ET070101,95.875,29.82604718,12.65547203,1.456204967,29.65557836,20.4523564,1.829341054,16.29875,95.875,-,-,-,96,-,96,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Guraghe,ET0701,Abeshege,ET070102,4.875,1.593226519,0.678826754,0.078109365,1.438530353,0.99810465,0.088202359,0.82875,4.875,-,-,-,5,-,5,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Guraghe,ET0701,Ezha,ET070103,32.5,9.600439892,4.053292602,0.466393099,10.5157548,7.211911258,0.652208354,5.525,32.5,-,-,-,33,-,33,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Guraghe,ET0701,Gedebano Gutazer Welene,ET070104,321.75,95.45066021,40.31670848,4.639051865,103.7366942,71.17560362,6.431281644,54.6975,321.75,-,-,-,322,-,322,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Guraghe,ET0701,Sodo,ET070105,419.25,126.5631851,53.55094602,6.161852627,133.1844935,91.54708728,8.242435458,71.2725,419.25,-,-,"2,644",419,-,419,-,81
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Guraghe,ET0701,Meskan,ET070106,19144.52029,5817.316493,2625.850433,346.5045903,5943.486581,3995.369375,415.9928126,95.88760143,7665,-,"7,648","19,769","19,145","19,144","7,664","9,488","15,822"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Guraghe,ET0701,Mareko,ET070107,15821.52029,4835.132818,2171.619511,285.7659933,4931.328943,3246.838525,350.8344963,79.10760143,7618.4,-,"6,328","14,302","15,822","15,822","7,618","9,488","15,822"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Guraghe,ET0701,Endiguagn,ET070108,97.5,28.34249916,11.94606005,1.374576304,31.96448641,21.88685742,1.985520664,16.575,97.5,-,-,-,98,-,98,-,13
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Guraghe,ET0701,Gumer,ET070109,35.75,10.43757268,4.401358191,0.506443351,11.67908571,8.000370647,0.725169428,6.0775,35.75,-,-,-,36,-,36,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Guraghe,ET0701,Cheha,ET070110,312,94.18655633,39.85186681,4.585564745,99.11404171,68.12806495,6.133905457,53.04,312,-,-,-,312,-,312,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Guraghe,ET0701,Enemorina Eaner,ET070111,424.125,125.0491132,52.78529048,6.073752285,137.4456972,94.24492844,8.526218411,72.10125,424.125,-,-,-,424,-,424,-,2
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Guraghe,ET0701,Muhur Na Aklil,ET070112,81.25,23.75130543,10.01686239,1.152592707,26.51650215,18.16648611,1.646251219,13.8125,81.25,-,-,-,81,-,81,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Guraghe,ET0701,Geta,ET070113,66.625,19.76644138,8.349063418,0.960687013,21.47955318,14.73761347,1.331641541,11.32625,66.625,-,-,-,67,-,67,-,0
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Guraghe,ET0701,Welkite Town,ET070114,29.25,9.105481672,3.863770768,0.444585723,9.042017125,6.236418475,0.557726236,4.9725,29.25,-,-,-,29,-,29,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Guraghe,ET0701,Butajira Town,ET070115,365.625,110.5679341,46.79103725,5.384022079,115.9739847,79.73199954,7.176022264,62.15625,365.625,-,-,-,366,-,366,-,366
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Guraghe,ET0701,Emdebir City Admin,ET070116,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Guraghe,ET0701,Bui Town Admin,ET070117,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Guraghe,ET0701,Areket Town,ET070118,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Hadiya,ET0702,Misha,ET070201,716.625,220.4917982,93.46254463,10.75429043,223.8801123,154.2089491,13.82730531,121.82625,716.625,-,-,-,717,-,717,-,105
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Hadiya,ET0702,Gombora,ET070202,767,236.5342124,100.2839326,11.53919509,239.1252449,164.7522696,14.7651455,130.39,767,-,-,-,767,-,767,-,9
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Hadiya,ET0702,Limu (SNNP),ET070203,438.9153681,134.9302023,57.18996183,6.580576865,137.2260243,94.51244121,8.476161612,74.61561258,438.9153681,-,-,-,439,-,371,-,439
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Hadiya,ET0702,Shashogo,ET070204,7308.381628,2293.004631,973.6797224,112.036694,2242.994807,1548.438953,138.226821,1242.424877,7308.381628,-,193,-,"7,308",-,494,-,"7,308"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Hadiya,ET0702,Misrak Badawacho,ET070205,23817.6,7340.995689,3112.218524,358.1081813,7429.245526,5118.27408,458.7579998,4048.992,23817.6,-,298,-,"3,532",-,"23,818",-,"3,532"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Hadiya,ET0702,Soro,ET070206,1495,459.9828898,194.9785511,22.4352544,467.0514814,321.7057442,28.84607911,254.15,1495,-,-,-,"1,495",-,"1,495",-,109
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Hadiya,ET0702,Dune,ET070207,979.875,302.8623712,128.4317365,14.77802899,304.8760733,210.1064448,18.82034529,166.57875,979.875,-,-,-,980,-,980,-,224
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Hadiya,ET0702,Analemmo,ET070208,299,91.16643668,38.61098751,4.442782667,94.16343453,64.79492852,5.821430091,50.83,299,-,-,-,299,-,299,-,186
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Hadiya,ET0702,Mirab Badowach,ET070209,957.125,291.2395025,123.3224854,14.19013178,301.9627609,207.7379618,18.6721576,162.71125,957.125,-,108,-,957,-,957,-,271
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Hadiya,ET0702,Gibe,ET070210,446.875,138.9651869,58.96215176,6.784494331,138.2745787,95.35857077,8.530017559,75.96875,446.875,-,-,-,447,-,447,-,17
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Hadiya,ET0702,Hosaena Town,ET070211,895,268.4117786,121.246367,16.68092984,275.0067988,195.5609544,18.09317139,1.87,895,-,-,-,895,884,884,-,91
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Hadiya,ET0702,Shone Town,ET070212,476.125,146.4945508,62.09642988,7.145140804,148.7457435,102.4562859,9.186849107,80.94125,476.125,-,-,-,476,-,476,-,315
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Hadiya,ET0702,Gimbichu Town,ET070213,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Hadiya,ET0702,Jajura City Admin,ET070214,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Kembata Tibaro,ET0703,Tembaro,ET070301,10827.2,3264.391771,1414.178852,174.3795857,3396.693185,2362.802985,214.7536221,1198.874,10827.2,-,"2,141",-,401,"3,775","10,827",-,"3,507"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Kembata Tibaro,ET0703,Anigacha,ET070302,254.6403661,78.83083222,33.43386494,3.8470758,79.11405308,54.53160933,4.882930745,43.28886224,254.6403661,-,-,-,255,-,37,-,255
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Kembata Tibaro,ET0703,Kediada Gambela,ET070303,6796.8,2100.005432,890.4979287,102.4653607,2115.436906,1457.800757,130.593615,1155.456,6796.8,-,983,-,"1,131",-,"6,797",-,"2,459"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Kembata Tibaro,ET0703,Kacha Bira,ET070304,14837.6,4517.382398,1912.942314,220.1131726,4678.825195,3219.034325,289.3025949,2522.392,14837.6,-,"1,703",-,141,-,"14,838",-,"4,260"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Kembata Tibaro,ET0703,Hadero Tunto,ET070305,8601.555408,2627.571248,1113.03153,128.0712437,2704.406384,1861.314993,167.1600092,1462.264419,703.625,"8,602","1,013",-,704,-,704,-,"8,602"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Kembata Tibaro,ET0703,Doya Gena,ET070306,448.5,136.4381234,57.77199801,6.647549,141.5278726,97.36271385,8.751743171,76.245,448.5,-,-,-,449,-,449,-,22
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Kembata Tibaro,ET0703,Damboya,ET070307,613.3147275,190.7650331,80.9421385,9.31362685,189.7373058,130.8522138,11.70440941,104.2635037,613.3147275,-,-,-,613,-,473,-,613
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Kembata Tibaro,ET0703,Durame Town,ET070308,320.125,95.15012441,40.19755227,4.625341127,103.0478031,70.71680735,6.387371738,54.42125,320.125,-,-,-,320,-,320,-,240
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Kembata Tibaro,ET0703,Shinshecho Town,ET070310,9.75,2.967259422,1.256475759,0.144576689,3.075591769,2.115917401,0.19017896,1.6575,9.75,-,-,-,10,-,10,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Shebe Dino,ET070401,960.375,300.0678116,127.3711245,14.65598941,295.8785103,204.1589855,18.24257862,163.26375,960.375,-,54,-,960,-,960,5,131
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Hawassa Zuria,ET070402,627.25,195.9833761,83.18993918,9.572270582,193.2472166,133.3424169,11.91478062,106.6325,627.25,-,-,-,627,-,627,1,1
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Arbe Gonna,ET070403,247,77.17480096,32.75873253,3.769391525,76.09734953,52.50789474,4.691830712,41.99,247,-,-,-,247,-,247,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Dale,ET070404,1015.625,317.3305961,134.6987357,15.49914278,312.9002859,215.9041725,19.29206707,172.65625,1015.625,-,-,-,"1,016",-,"1,016",-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Aleta Wendo,ET070405,726.375,226.9548423,96.33653579,11.08498692,223.7862845,154.4146641,13.79768637,123.48375,726.375,-,-,-,726,-,726,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Dara,ET070406,903.5,282.2972983,119.8279953,13.78803742,278.3560943,192.0683518,17.16222287,153.595,903.5,-,-,-,904,-,904,-,6
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Hulla,ET070407,950.625,297.0214379,126.0780166,14.50719764,292.8746676,202.0863054,18.05737478,161.60625,950.625,-,-,-,951,-,951,-,4
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Bensa,ET070408,1106.625,345.7634175,146.7677424,16.88786598,340.9361515,235.2491863,21.02063628,188.12625,1106.625,-,1,-,"1,107",-,"1,107",3,3
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Aroresa,ET070409,3342.620753,1044.397131,443.3199158,51.01071392,1029.816113,710.5829096,63.49397048,568.2455281,3342.620753,-,"1,280",-,"3,343","8,916","2,177","3,343","3,343"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Boricha,ET070410,15426.4,4819.956881,2045.948629,235.4175766,4752.664586,3279.383755,293.028572,2622.488,15426.4,"7,991","2,695",-,"1,847","9,970","15,426","1,847","7,991"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Gorche,ET070411,318.5,99.51487492,42.24152352,4.860531177,98.12552966,67.70754848,6.049992233,54.145,318.5,-,-,-,319,-,319,-,0
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Malga,ET070412,638.625,200.6797009,85.22632338,9.806587625,195.716728,135.1366023,12.05905781,108.56625,638.625,-,-,-,639,-,639,-,5
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Wonosho,ET070413,534.625,167.0428258,70.90541449,8.158748761,164.7107105,113.6519564,10.15534411,90.88625,534.625,-,-,-,535,-,535,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Loka Abaya,ET070414,8232.8,2572.326726,1091.887017,125.6382451,2536.414005,1750.149781,156.3842262,1399.576,8232.8,-,91,-,289,-,"8,233",95,140
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Chire,ET070415,500.5,156.3805177,66.37953697,7.637977563,154.1972609,106.3975762,9.507130653,85.085,500.5,-,70,-,501,-,501,185,185
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Bursa,ET070416,555.75,173.6433022,73.70714819,8.48113093,171.2190364,118.1427632,10.5566191,94.4775,555.75,-,-,-,556,-,556,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Chuko,ET070417,539.5,168.5660126,71.55196842,8.233144646,166.2126319,114.6882964,10.24794603,91.715,539.5,-,-,-,540,-,540,-,2
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Bona Zuria,ET070418,755.625,236.0939635,100.2158594,11.53136223,232.7978127,160.6327043,14.3532979,128.45625,755.625,-,69,-,756,-,756,-,175
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Hawasa Town,ET070419,635.375,197.1041104,83.61182259,9.620814699,197.0356549,135.8443403,12.15825706,108.01375,635.375,-,-,-,635,-,635,-,1
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Wondo-Genet,ET070420,297.375,92.91439853,39.43978982,4.538149007,91.61720371,63.2167417,5.648717238,50.55375,297.375,-,-,-,297,-,297,-,17
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Tula Town,ET070421,508.625,158.9191625,67.45712685,7.761970705,156.7004632,108.1248096,9.661467189,86.46625,508.625,-,-,-,509,-,509,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Yirgalem Town Adm.,ET070422,86.125,26.90963455,11.42245279,1.314327308,26.53394424,18.30867382,1.635967288,14.64125,86.125,-,-,-,86,-,86,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Aleta Wondo Town,ET070423,2,0.624897174,0.265252895,0.030521389,0.616172871,0.42516514,0.037990532,0.34,2,-,-,-,2,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Leku Town Administration,ET070424,2,0.624897174,0.265252895,0.030521389,0.616172871,0.42516514,0.037990532,0.34,2,-,-,-,2,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Hawela,ET070425,6,1.874691521,0.795758685,0.091564167,1.848518612,1.275495419,0.113971596,1.02,6,-,-,-,6,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Bura,ET070426,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Dara Otilicho,ET070427,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Teticha,ET070428,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Chirone,ET070429,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Shafamo,ET070430,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Chabe Gambeltu,ET070431,485.3609422,151.6503405,64.37169751,7.406945027,149.5331225,103.1792764,9.219560221,82.51136017,485.3609422,-,185,-,485,-,316,485,485
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Daye Town Administration,ET070432,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Hokko,ET070433,4723.115971,1475.730911,626.4100923,72.0780296,1455.127963,1004.052131,89.7168444,802.929715,4723.115971,-,"1,809",-,"4,723",-,"3,076","4,723","4,723"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Bilate Zuria,ET070434,4376.710441,1367.496993,580.4675575,66.79164066,1348.405118,930.4123529,83.13677921,744.040775,4376.710441,-,"1,657",-,"4,377",-,"2,850","4,377","4,377"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Darara,ET070435,15913.84075,4972.257055,2110.596165,242.8562609,4902.83847,3383.005162,302.2876388,2705.352928,3590.978828,"15,914","1,360",-,"3,591",-,"2,339","3,591","15,914"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Daella,ET070436,176.3955744,55.11454796,23.39471839,2.69191896,54.34508374,37.49862451,3.350680864,29.98724765,176.3955744,-,67,-,176,-,115,176,176
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Chuko Town,ET070437,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Sidama,ET0704,Wondo-Genet Town,ET070438,0,0,0,0,0,0,0,0,0,-,-,"1,114",-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Gedeo,ET0705,Wenago,ET070501,19592,5786.935591,2675.02545,314.7933769,5977.6036,4418.430272,419.211711,2013.115,19592,-,"4,648","10,460","7,989","7,985","19,592","3,778","6,693"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Gedeo,ET0705,Yirgachefe,ET070502,46318.11791,12856.31151,6899.627145,1070.646493,13102.37813,11431.95729,957.1973518,1522.570045,41492.8,-,"20,400","22,237","21,007","38,494","41,493","11,391","33,151"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Gedeo,ET0705,Kochere,ET070503,18521.3665,4822.111056,2681.654017,531.7111569,5200.213305,4705.540952,580.1360135,92.6068325,16472.8,-,"10,785","13,312","13,312","18,521","16,473","18,521","6,171"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Gedeo,ET0705,Bule,ET070504,4557.6,1411.388197,598.6180977,68.88013698,1415.581212,975.7656577,87.36669846,774.792,4557.6,-,-,-,"1,632",-,"4,558",-,"1,632"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Gedeo,ET0705,Dila Zuria,ET070505,15748,4909.660258,2083.617749,239.7519829,4861.515225,3353.639674,299.8151108,2677.16,15748,-,-,"3,178","3,384",-,"15,748",-,"3,384"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Gedeo,ET0705,Gedeb,ET070506,53327.2,14582.53764,8227.66803,982.0798053,15146.38465,13265.44531,1123.084569,267.296,53327.2,-,"10,514","21,187","23,123","53,323","53,323","12,302","21,664"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Gedeo,ET0705,Dila City Admin,ET070507,2073.6,649.0954787,275.569766,31.70850214,637.758697,440.1545339,39.31302228,352.512,2073.6,-,-,-,751,-,"2,074",-,751
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Gedeo,ET0705,Chelelektu Town,ET070508,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Gedeo,ET0705,Rape,ET070509,3008.824488,931.7665811,395.1941353,45.47310928,934.5347144,644.1784284,57.67751925,511.5001629,3008.824488,-,-,-,"3,009",-,-,-,"3,009"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Gedeo,ET0705,Churso,ET070510,4584.403728,1419.688721,602.138634,69.28522835,1423.906395,981.5042388,87.88051126,779.3486337,4584.403728,-,-,-,"4,584",-,-,-,"4,584"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Gedeo,ET0705,Gedeb Town,ET070511,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Gedeo,ET0705,Yirgachefe Town,ET070512,455,140.9034645,59.76198755,6.87652763,141.3220667,97.41385253,8.722101062,77.35,455,-,-,-,455,-,455,-,455
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Wolayita,ET0706,Boloso Sore,ET070601,13096,3948.170653,1670.318896,192.19565,4165.014948,2862.502762,257.7970912,2226.32,13096,-,"1,501",-,"6,616",-,"13,096",-,"6,616"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Wolayita,ET0706,Damot Gale,ET070602,5586.740329,1698.662823,719.2293104,82.75829551,1763.739452,1213.279078,109.0713695,949.7458559,5586.740329,-,"1,348",-,"5,587",-,403,-,"5,587"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Wolayita,ET0706,Damot Weydie,ET070603,4451.635487,1353.945106,573.2894351,65.96568826,1405.010131,966.540736,86.88439014,756.7780328,4451.635487,-,-,-,"4,452",-,184,1,"4,452"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Wolayita,ET0706,Humbo,ET070604,18408,5730.308759,2431.565343,279.7886575,5690.510192,3924.826662,351.0003869,3129.36,18408,-,"2,306",-,"4,989",-,"18,408",-,"5,767"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Wolayita,ET0706,Sodo Zuria,ET070605,7047.043943,2152.484532,911.7773655,104.9138843,2215.853909,1525.050286,136.9639654,1197.99747,7047.043943,-,-,-,"7,047",-,117,-,"7,047"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Wolayita,ET0706,Kindo Koyesha,ET070606,4288.29249,1302.224296,551.3071041,63.436286,1355.308611,932.1914448,83.82474792,729.0097233,4288.29249,-,-,-,"4,288",-,172,-,"4,288"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Wolayita,ET0706,Ofa,ET070607,5540.163374,1692.215355,716.8105671,82.47998222,1742.034358,1198.946368,107.6767437,941.8277735,5540.163374,-,-,-,"5,540",-,219,-,"5,540"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Wolayita,ET0706,Boloso Bombe,ET070608,3109.290198,942.5677031,398.9773643,45.90842744,984.1656367,676.7901738,60.88089237,528.5793336,3109.290198,-,277,-,"3,109",-,567,-,"3,109"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Wolayita,ET0706,Damot Sore,ET070609,5093.268886,1555.713655,658.9894038,75.826776,1601.514034,1102.233963,98.99105342,865.8557105,5093.268886,-,-,-,"5,093",-,351,-,"5,093"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Wolayita,ET0706,Kindo Dida,ET070610,3392.656793,1035.244399,438.4811965,50.45394551,1067.708818,734.7653779,66.00305514,576.7516547,3392.656793,-,-,-,"3,393",-,336,-,"3,393"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Wolayita,ET0706,Damot Pulasa,ET070611,5798.608493,1766.373795,748.0318042,86.07246145,1827.638856,1257.490944,113.0006322,985.7634438,5798.608493,-,-,"1,205","5,799",-,411,-,"5,799"
Ethiopia,ET,19/08/19,27/08/19,SNNP,ET07,Wolayita,ET0706,Diguna Fango,ET070612,8944.355809,2733.424286,1227.239293,161.3751558,2787.976822,1836.156238,198.1840143,53.88555698,7398.738048,-,"3,576","8,035","8,944","8,944","7,379","5,330","8,944"
